Text,pred_label,prob_informative,prob_uninformative,keyword_score,matched_keywords,final_score,alert_level,alert_rank
@USER Right now in the US we have 2289 active COVID-19 cases. Of those only 10 (0.4%) are in serious or critical condition. The rest (99.6%) have mild disease and will make a full recovery. HTTPURL HTTPURL,UNINFORMATIVE,0.2786026113098309,0.7213973886901691,2,{'case_growth': ['cases']},2,LOW,1
"@USER @USER Updated IMHE Covid-19 USA death estimate now down to 81,766 thru August. Stop saying it's going to be 200,000. STOP EXAGGERATING. @USER @USER @USER",UNINFORMATIVE,0.13770405243698802,0.862295947563012,3,{'death_severity': ['death']},3,LOW,1
"It has been correctly pointed out to me that Italy's death rate is 7% of those people *tested positive* and many more people may have the #coronavirus, lowering the death rate. By the same token many more British people may have died WITHOUT being tested which would raise it!",INFORMATIVE,0.678165243635833,0.321834756364167,6,"{'case_growth': ['tested positive'], 'death_severity': ['death'], 'testing_quarantine': ['tested']}",10,MEDIUM,2
New #COVID19 #Testing criteria: 1. Experiencing 2 of these: a) Cough b) Temp OR Shortness of breath PLUS 2. One or more of these: a) In a vulnerable group b) Contact with a confirmed case c) Healthcare worker,INFORMATIVE,0.5846085510454062,0.41539144895459384,3,"{'case_growth': ['confirmed'], 'testing_quarantine': ['testing']}",6,MEDIUM,2
"@USER Remember in 2014, when Trump told Obama to resign because he was reckless in letting 2 people die from Ebola? What's the COVID-19 U.S. death count now? 5,000?",UNINFORMATIVE,0.4761134621690407,0.5238865378309593,3,{'death_severity': ['death']},3,LOW,1
"DT's the kind of guy who would OVER-estimate the number so he could brag if the number was less in the end. DT will use people's lives for political gain. He already has. Experts and Trump’s advisers doubt White House’s 240,000 coronavirus deaths estimate HTTPURL",UNINFORMATIVE,0.13247208967217527,0.8675279103278247,3,{'death_severity': ['deaths']},3,LOW,1
Projected impact of #ShelterInPlace on confirmed #COVID19 cases #California &amp; SF BayArea. Projections show that the Bay will see 44% reduction &amp; CA will see 30% reduction in cases on 3/30 as a result of #FlattenTheCurve efforts. #CoronaLockdown #coronavirus #Quarantine HTTPURL,UNINFORMATIVE,0.2519657457592356,0.7480342542407644,3,"{'case_growth': ['confirmed', 'cases'], 'testing_quarantine': ['quarantine']}",3,LOW,1
"Number of #COVID19 cases in U.S. near 20,000 Friday night, up about 5,000 from previous day",INFORMATIVE,0.8471787640692292,0.15282123593077082,2,{'case_growth': ['cases']},7,MEDIUM,2
Daines want 2 CUT Soc Secrty/Medcar/Medcaid/Pensions/PROGS DEMS put in plc hlpg Milenials.He bck trump who had R allies murdrd/has inocnt chldrn torturd/som 2 DETH &amp; cal CORONAVIRUS HOAX did nthg 4 wks/wks as ppl die he giv his respnsblties 2 govs lets em fend 4 selvs as ppl DIE!,UNINFORMATIVE,0.3730050404864187,0.6269949595135813,0,{},0,LOW,1
Good tweet stream here on today’s NWT public health press conference addressing the first COVID19 case and the travel and mobility restrictions. Thanks @USER #cbcnorth,UNINFORMATIVE,0.31205117112528635,0.6879488288747136,1,{'public_response': ['restrictions']},1,LOW,1
@USER Ohh. This was the day the first case of Coronavirus was reported in America. You didn’t seem too concerned,INFORMATIVE,0.7093877839671519,0.2906122160328481,0,{},4,LOW,1
"Those ""opinion pieces"" in the NYT &amp; WP where a couple of the usual suspects penned ""blame Japanese culcha &amp; entitled Japanese politicians"" articles are looking a little, um, premature &gt; Coronavirus-stricken Grand Princess cleared to dock in Oakland, Calif. HTTPURL",UNINFORMATIVE,0.2436909655985401,0.7563090344014599,0,{},0,LOW,1
"Italy lost 600+ people to the Covid 19 virus today. Italy has a population of 60 million. By comparison, this would be the equivalent of 3,500+ Americans dying in one day from this disease.",INFORMATIVE,0.6161489275702514,0.38385107242974864,0,{},4,LOW,1
Coronavirus update: Tripura CM seeks ideas from people to recover loss after Covid-19 lockdown HTTPURL,UNINFORMATIVE,0.42017561021048355,0.5798243897895164,1,{'public_response': ['lockdown']},1,LOW,1
"Authorities in #Gaza confirmed the first two cases of novel #coronavirus on Sunday, identifying the individuals as #Palestinians who had travelled to #Pakistan and were held in quarantine on their return.",INFORMATIVE,0.9598518536243661,0.040148146375633895,3,"{'case_growth': ['confirmed', 'cases'], 'testing_quarantine': ['quarantine']}",8,MEDIUM,2
Lol Coronavirus case hits 22 officially as if wasn’t obvious it was going to more than 5,UNINFORMATIVE,0.4726821449118416,0.5273178550881584,0,{},0,LOW,1
"Gov. Cuomo #Coronavirus Update Sunday March 22: says Federal Gov’t shud order companies to make masks, gowns, gloves, ventilators &amp; supply them to states. Says NY Now paying $7 for masks that Were 85 cents. Ventilator costs range from $16K - $40K. NY needs 30K #ventilators HTTPURL",UNINFORMATIVE,0.18257734964335592,0.8174226503566441,3,"{'medical_system': ['ventilator', 'ventilators']}",3,LOW,1
"LIVE: Gov. Bill Lee updates Tennessee's COVID-19 response as cases rise to over 1,000 HTTPURL HTTPURL",UNINFORMATIVE,0.41775556277687964,0.5822444372231204,2,"{'case_growth': ['cases', 'rise']}",2,LOW,1
The 4th person to die from COVID 19 in Indiana is a person over age 60 from Delaware County.,INFORMATIVE,0.6290221950469672,0.37097780495303273,0,{},4,LOW,1
"via @USER Nursing home showed few signs it prepared for virus outbreak: 2020-03-06T21:41:27Z KIRKLAND, Wash. (AP) — In the days before the Life Care Center nursing home became ground zero for coronavirus deaths in the U.S., there were few signs… HTTPURL HTTPURL",UNINFORMATIVE,0.46409941725493453,0.5359005827450655,4,"{'death_severity': ['deaths'], 'symptoms_infection': ['outbreak']}",3,LOW,1
"A San Gabriel man died Monday after experiencing flu-like symptoms, but his widow said doctors never tested him for the #coronavirus despite his worsening symptoms. Julio Ramirez was 43, a father of two and the picture of health HTTPURL",INFORMATIVE,0.8870864873703357,0.11291351262966433,2,"{'testing_quarantine': ['tested'], 'symptoms_infection': ['symptoms']}",7,MEDIUM,2
"In order to prevent the spread of #coronavirus, the government of Iraq has forbidden travelers from entering Karbala city. According to Iraqi officials, there have been at least 35 cases of #COVIDー19 in Iraq.",INFORMATIVE,0.7288949903853978,0.2711050096146021,3,"{'case_growth': ['cases'], 'symptoms_infection': ['spread']}",7,MEDIUM,2
"Sopore Adminstration discharged 23 students after completing 14-days of quarantine at Sopore Hospital during government imposed nationwide lockdown as a preventive measures against the spread of the COVID-19 coronavirus, in Srinagar on April 4,2020. #CoronavirusPandemic # HTTPURL",INFORMATIVE,0.5121561615502302,0.48784383844976975,6,"{'medical_system': ['hospital'], 'testing_quarantine': ['quarantine'], 'symptoms_infection': ['spread'], 'public_response': ['lockdown']}",9,MEDIUM,2
"COOK COUNTY ILLINOIS IS OVER REPORTING COVID19 According to a notice from Winnetka Public School District #36, a seventh-grader from Carleton Washburne School had a ""probable, presumptive case,"" of coronavirus. NUMBERS ARE BEING FOR FEDERAL AID @USER HTTPURL",INFORMATIVE,0.7686645860726691,0.23133541392733095,0,{},4,LOW,1
"LIVE Coronavirus updates: 793 dead in Italy in a single day, Spain's death toll jumps by 30 per cent while COVID-19 cases in Australia surpass 1,000 HTTPURL via @USER",INFORMATIVE,0.9223887916284166,0.07761120837158339,5,"{'case_growth': ['cases'], 'death_severity': ['death', 'dead']}",10,HIGH,3
A German Exception? Why the Country’s Coronavirus Death Rate Is Low . Germany has been testing far more people than most nations. - The New York Times HTTPURL,UNINFORMATIVE,0.25740637797655586,0.7425936220234441,4,"{'death_severity': ['death'], 'testing_quarantine': ['testing']}",3,LOW,1
"New York State has the most cases of #COVID19 and yet—still freezing water in high school sinks, no paper towels, no sanitizing supplies or extra cleaning throughout the building which houses five different high schools including 2000 students + faculty &amp; staff. #coronavirusnyc",UNINFORMATIVE,0.4268308750259244,0.5731691249740756,2,{'case_growth': ['cases']},2,LOW,1
@USER Can you ask to clarify the definition of probable cases in the question time? COVID website says neg tests but doc thinks it is Covid. Healthline says they just become confirmed after test result is pos.,UNINFORMATIVE,0.4077274841774755,0.5922725158225245,3,"{'case_growth': ['confirmed', 'cases'], 'testing_quarantine': ['test', 'tests']}",3,LOW,1
#BREAKING: Town officials in Winthrop updating the public on first #Covid_19 death in Massachusetts. The man was an 87-year-old with underlying health conditions. #WCVB,INFORMATIVE,0.8906720586794057,0.1093279413205943,3,{'death_severity': ['death']},8,MEDIUM,2
I see all the jokes about Rand Paul and Harvey Weinstein testing positive for the #ChineseVirus and wishing more people ill. Imagine if we started joking about Ruth Bader Ginsburg testing positive for the #coronavirus. Funny.... isn't it? 😐 You people are gd evil.,UNINFORMATIVE,0.34757413569416296,0.652425864305837,1,{'testing_quarantine': ['testing']},1,LOW,1
"Iowa confirmed 23 more COVID-19 cases Saturday, including in Muscatine and Dubuque. HTTPURL",INFORMATIVE,0.9481500735824878,0.05184992641751222,2,"{'case_growth': ['confirmed', 'cases']}",7,MEDIUM,2
Hoda Kotb Shares a Touching Tribute to a Beloved Co-Worker Who Died From Coronavirus HTTPURL,INFORMATIVE,0.6697666776379421,0.3302333223620579,0,{},4,LOW,1
"DOH asked to look after welfare of HIV, TB patients who are most susceptible to COVID-19: ... (DOH) to look after the welfare of Filipinos who have yet to be diagnosed with the human immunodeficiency virus (HIV) or with tuberculosis (TB). HTTPURL",UNINFORMATIVE,0.1963645883883277,0.8036354116116723,0,{},0,LOW,1
"#BREAKING latest #COVIDー19 #CoronavirusPandemic update 🔵 4 new cases reported in 🇪🇸#Spain. Raises total to 25,374. Visit 📊HTTPURL for the latest updates HTTPURL",INFORMATIVE,0.8943510558312221,0.10564894416877786,2,"{'case_growth': ['new cases', 'cases']}",7,MEDIUM,2
"In 2017 in NC alone over 276,000 ppl went to the ER for musculoskeletal conditions. Having a chiropractor in the ED would reduce the amount of resources wasted on non-urgent cases and free up precious staff. Might be helpful during a pandemic idk. #COVID19 #chiropractic HTTPURL",UNINFORMATIVE,0.2752033182268142,0.7247966817731858,2,{'case_growth': ['cases']},2,LOW,1
"For instance, you see Norfolk has 6 confirmed COVID-19 cases, but without testing numbers for that city (or more widespread testing throughout the commonwealth) that figure has no context.",INFORMATIVE,0.5159251990750503,0.4840748009249497,3,"{'case_growth': ['confirmed', 'cases'], 'testing_quarantine': ['testing']}",6,MEDIUM,2
Coronavirus: Second case confirmed in Guernsey. A person returning from France has tested positive for Covid-19. They self-isolated on return after feeling unwell and are being helped by health professionals. More to follow HTTPURL,INFORMATIVE,0.9527773784059608,0.047222621594039275,3,"{'case_growth': ['confirmed', 'tested positive'], 'testing_quarantine': ['tested', 'isolated', 'self isolate']}",8,MEDIUM,2
Proud supporter of the COVID-19 Response Fund. Please consider a tax deductible donation! HTTPURL HTTPURL,UNINFORMATIVE,0.08469541446770834,0.9153045855322917,0,{},0,LOW,1
We need help in 8 key areas: 1. Goods delivery 2. Safe supply 3. Support for overdose prevention sites 4. Cleaning &amp; community hygiene 5. Building security 6. Frontline worker protection &amp; testing 7. Income assistance 8. Housing stock &amp; protection for renters #COVID19 #vanpoli HTTPURL,UNINFORMATIVE,0.1217727191869109,0.8782272808130891,1,{'testing_quarantine': ['testing']},1,LOW,1
"And we're off. Kenney says numbers of #covid19 in ALberta continue to rise, sends his condolences to the family of the Edmonton man who died. We've tested more than 17K ppl now. #ableg #cdnpoli",INFORMATIVE,0.8304212999783556,0.1695787000216444,3,"{'case_growth': ['rise'], 'testing_quarantine': ['tested']}",8,MEDIUM,2
"Dominic Cummings, the prime minister’s chief adviser, is self-isolating after developing symptoms in line with those of Covid-19 over the weekend (Guardian) HTTPURL",UNINFORMATIVE,0.4281828815254688,0.5718171184745312,1,{'symptoms_infection': ['symptoms']},1,LOW,1
"Prince Charles, Boris Johnson and Matt Hancock recovered from coronavirus but healthy young people die ?!",INFORMATIVE,0.6332909338055543,0.3667090661944456,0,{},4,LOW,1
10 New #Coronavirus Cases in #nyc and Canceled Events: National Guard deployed to New Rochelle to clean schools and deliver food to #quarantined residents. #governor said that he intended to ask the state’s business leaders to let employees work remotely HTTPURL,UNINFORMATIVE,0.4799689475661457,0.5200310524338543,2,{'case_growth': ['cases']},2,LOW,1
"I have a sneaking suspicion that the 38% of ppl not buying .@USER beer bc they're afraid of contracting the #coronavirus,are #Trump's 38% of diehard cult followers. Stupid is as stupid does.Sorry,but the #OrangeMenace doesn't believe in #ClimateCrisis OR science,so...",UNINFORMATIVE,0.22034674581399671,0.7796532541860033,0,{},0,LOW,1
Zero Cases and Zero Deaths from #Covid_19 in Africa in the shortest time possible.🙏,INFORMATIVE,0.8737523340119071,0.12624766598809287,5,"{'case_growth': ['cases'], 'death_severity': ['deaths']}",10,HIGH,3
"New Times (Rwanda) COVID-19 is a test to compliance with human rights obligations: The Novel Coronavirus (COVID-19) is affecting 199 countries around the world. By the time this article was written there are 724,566 cases including… HTTPURL via @USER HTTPURL",UNINFORMATIVE,0.3487749278941541,0.6512250721058459,3,"{'case_growth': ['cases'], 'testing_quarantine': ['test']}",3,LOW,1
@USER @USER @USER @USER They key to effective vaccines lies in the blood of the survivors. knowing #Covid_19 survivors are now fighting against 2 strains which = mutation - you should look @ 18 months of waves. HTTPURL #Medicareforall is needed NOW under #PresidentSanders,UNINFORMATIVE,0.1161244735788094,0.8838755264211906,0,{},0,LOW,1
"The coronavirus death toll in the US has surpassed 5,000, according to data from Johns Hopkins University.",INFORMATIVE,0.8913307390062051,0.10866926099379488,3,{'death_severity': ['death']},8,MEDIUM,2
Another person has died from #Covid_19 #coronavirus in Scotland. That takes it to 7 deaths here in Scotland.,INFORMATIVE,0.8973340768838931,0.10266592311610694,3,{'death_severity': ['deaths']},8,MEDIUM,2
